NOC,Event,Game_Med_Per
CAM,Athletics Men's High Jump,0
LAO,Judo Men's Extra-Lightweight,0
CRO,Swimming Women's 10 kilometres Open Water,0
KAZ,Swimming Men's 100 metres Freestyle,0
NOR,Taekwondo Women's Heavyweight,0.5
UKR,Weightlifting Women's Middleweight,1
CZE,Freestyle Skiing Men's Slopestyle,0
EUN,Rhythmic Gymnastics Women's Individual,1
KAZ,Swimming Women's 100 metres Freestyle,0
GER,Art Competitions Mixed Architecture,0
NOR,Freestyle Skiing Men's Aerials,0
BIH,Weightlifting Men's Heavyweight II,0
DEN,"Cycling Women's Road Race, Individual",0
ZAM,"Fencing Women's Foil, Individual",0
CRO,"Shooting Women's Sporting Pistol, 25 metres",0
RUS,Sailing Men's One Person Heavyweight Dinghy,0
UZB,"Shooting Men's Air Rifle, 10 metres",0
UZB,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0
UZB,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0
CYP,Judo Men's Extra-Lightweight,0
DEN,Table Tennis Women's Singles,0
TCH,Tennis Mixed Doubles,1
UKR,Alpine Skiing Men's Combined,0
UKR,Alpine Skiing Men's Downhill,0
CZE,Athletics Women's 100 metres Hurdles,0
BLR,Judo Women's Half-Lightweight,0
NOR,Athletics Men's 5 mile,0
FIN,Speed Skating Men's Allround,0.666666667
GBR,Athletics Men's Pentathlon,0
SYR,Boxing Men's Bantamweight,0
SVK,Shooting Men's Double Trap,0
MAR,Alpine Skiing Women's Super G,0
TCH,"Athletics Men's 3,000 metres Walk",0
SVK,Freestyle Skiing Women's Slopestyle,0
DEN,Biathlon Men's 10 kilometres Sprint,0
DEN,Biathlon Men's 20 kilometres,0
NOR,"Shooting Men's Military Rifle, Prone, 600 metres",0
ALG,Swimming Men's 200 metres Butterfly,0
EUN,"Canoeing Men's Canadian Singles, 500 metres",1
DEN,Athletics Women's 400 metres Hurdles,0.333333333
GUA,Swimming Women's 50 metres Freestyle,0
NZL,Judo Men's Half-Middleweight,0
ALB,Athletics Men's Long Jump,0
EUN,"Wrestling Men's Bantamweight, Freestyle",1
BER,Swimming Women's 100 metres Breaststroke,0
BER,Swimming Women's 200 metres Breaststroke,0
BER,Swimming Women's 200 metres Individual Medley,0
POL,Shooting Mixed Trap,0
KGZ,Athletics Men's Triple Jump,0
BEL,Judo Men's Open Class,0
KAZ,"Wrestling Women's Lightweight, Freestyle",0
SAM,Judo Men's Lightweight,0
TTO,Boxing Men's Light-Heavyweight,0
GUA,Alpine Skiing Women's Super G,0
GUA,Alpine Skiing Women's Giant Slalom,0
GUA,Alpine Skiing Women's Slalom,0
RSA,Rowing Men's Lightweight Double Sculls,0
ZAM,"Wrestling Men's Featherweight, Freestyle",0
NZL,Athletics Women's Javelin Throw,0
BER,Athletics Women's Javelin Throw,0
BER,Athletics Men's Long Jump,0
ZIM,Swimming Men's 200 metres Individual Medley,0
NAM,Athletics Men's 400 metres Hurdles,0
BEL,Snowboarding Men's Slopestyle,0
SVK,Swimming Women's 200 metres Butterfly,0
AUT,Cross Country Skiing Women's 30 kilometres,0
AUT,Cross Country Skiing Women's 15 km Skiathlon,0
AUT,Cross Country Skiing Women's Team Sprint,0
ISV,"Fencing Women's Foil, Individual",0
NOR,Swimming Women's 100 metres Butterfly,0
SGP,Sailing Mixed One Person Dinghy,0
PRK,"Shooting Mixed Rapid-Fire Pistol, 25 metres",0
HKG,Athletics Men's 50 kilometres Walk,0
TLS,"Athletics Men's 1,500 metres",0
WIF,Weightlifting Men's Bantamweight,0
SYR,Weightlifting Women's Heavyweight,0
POL,"Canoeing Men's Kayak Singles, 10,000 metres",0
RUS,Snowboarding Men's Slopestyle,0
GUA,Cycling Men's Keirin,0
TOG,Boxing Men's Lightweight,0
CYP,"Cycling Women's Mountainbike, Cross-Country",0
BRA,"Wrestling Men's Super-Heavyweight, Greco-Roman",0
PAK,"Shooting Women's Air Rifle, 10 metres",0
CAM,Swimming Men's 100 metres Breaststroke,0
CAM,Swimming Men's 200 metres Breaststroke,0
SLO,Cross Country Skiing Men's 10/10 kilometres Pursuit,0
MKD,"Wrestling Men's Light-Flyweight, Freestyle",0
URS,Judo Men's Half-Lightweight,0.5
BIH,Bobsleigh Men's Two,0
LAT,Athletics Men's Hammer Throw,0
PRK,Judo Women's Half-Heavyweight,0
ECU,Rowing Men's Single Sculls,0
NOR,Athletics Women's Javelin Throw,0.333333333
BLR,Figure Skating Women's Singles,0
PER,"Athletics Men's 5,000 metres",0
BIZ,"Cycling Women's Road Race, Individual",0
PHI,Weightlifting Men's Middle-Heavyweight,0
BOL,Athletics Women's 200 metres,0
BOL,Athletics Women's 400 metres,0
MAD,"Wrestling Women's Heavyweight, Freestyle",0
EST,Table Tennis Men's Singles,0
ECU,Athletics Men's Decathlon,0
SAM,"Wrestling Men's Heavyweight, Freestyle",0
KGZ,Swimming Women's 100 metres Backstroke,0
HUN,Athletics Men's Pentathlon,1
HUN,"Cycling Men's Individual Pursuit, 4,000 metres",0
HUN,Cycling Men's Points Race,0
KOR,Athletics Men's 400 metres,0
LAO,Boxing Men's Lightweight,0
NOR,Swimming Men's 200 metres Backstroke,0
CAM,Taekwondo Women's Heavyweight,0
IRI,Gymnastics Women's Individual All-Around,0
IRI,Gymnastics Women's Floor Exercise,0
IRI,Gymnastics Women's Horse Vault,0
IRI,Gymnastics Women's Uneven Bars,0
IRI,Gymnastics Women's Balance Beam,0
IOA,"Wrestling Men's Bantamweight, Freestyle",0
THA,Athletics Women's 100 metres,0
ESA,Athletics Women's 100 metres,0
ESA,Athletics Women's 80 metres Hurdles,0
ESA,Athletics Women's Long Jump,0
GRE,Shooting Men's Double Trap,0
HON,Judo Men's Half-Lightweight,0
CHI,Taekwondo Men's Welterweight,0
VEN,Athletics Women's 200 metres,0
CHI,Archery Men's Individual,0
FIJ,"Athletics Men's 5,000 metres",0
BOH,"Athletics Men's Discus Throw, Greek Style",0
BOH,"Athletics Men's Javelin Throw, Freestyle",0
BOH,Athletics Men's Pentathlon (Ancient),0
CZE,Biathlon Women's 12.5 kilometres Mass Start,0.5
LAO,"Shooting Mixed Free Pistol, 50 metres",0
TUN,Rowing Women's Single Sculls,0
BUR,Athletics Women's 400 metres Hurdles,0
DJI,Athletics Men's 800 metres,0
NIG,Athletics Women's 100 metres,0
AND,Cross Country Skiing Men's 15 kilometres,0
AND,Cross Country Skiing Men's 50 kilometres,0
AND,Cross Country Skiing Men's 30 km Skiathlon,0
AND,Cross Country Skiing Men's Sprint,0
AND,Biathlon Women's 7.5 kilometres Sprint,0
AND,Biathlon Women's 15 kilometres,0
GUI,Judo Women's Half-Lightweight,0
MLI,Swimming Men's 100 metres Freestyle,0
MRI,Weightlifting Men's Flyweight,0
MRI,Weightlifting Men's Bantamweight,0
BOH,Rowing Men's Single Sculls,0
PER,"Wrestling Women's Lightweight, Freestyle",0
SEN,"Shooting Men's Rapid-Fire Pistol, 25 metres",0
GUI,Athletics Women's 200 metres,0
LUX,Athletics Men's 50 kilometres Walk,0
NCA,Swimming Men's 200 metres Butterfly,0
NCA,Swimming Men's 200 metres Individual Medley,0
NCA,Swimming Men's 400 metres Individual Medley,0
KAZ,Athletics Women's 10 kilometres Walk,0
NOR,Shooting Mixed Trap,0
YUG,Athletics Men's Pentathlon,0
BOH,Art Competitions Mixed Sculpturing,0
SRB,Athletics Women's Long Jump,0.333333333
BUL,Figure Skating Mixed Pairs,0
HUN,Athletics Men's 200 metres Hurdles,0
WIF,Athletics Men's 400 metres,0
AUT,"Athletics Men's 1,500 metres Walk",0
AUT,"Athletics Men's 3,000 metres Walk",0
BRA,"Wrestling Men's Heavyweight, Greco-Roman",0
SLO,Athletics Women's Hammer Throw,0
CZE,Golf Women's Individual,0
CRO,"Shooting Men's Air Pistol, 10 metres",0
CRO,"Shooting Men's Rapid-Fire Pistol, 25 metres",0
TCH,Swimming Women's 800 metres Freestyle,0
NZL,Weightlifting Men's Lightweight,0
ISV,Weightlifting Men's Heavyweight,0
LIE,Cross Country Skiing Women's 5 kilometres,0
LIE,Cross Country Skiing Women's 10 kilometres,0
CYP,Athletics Men's 800 metres,0
CYP,"Athletics Men's 1,500 metres",0
CAN,Weightlifting Men's Heavyweight II,0
SLO,Judo Women's Middleweight,0
IND,"Athletics Women's 10,000 metres",0
THA,Tennis Men's Singles,0
THA,Athletics Women's 400 metres Hurdles,0
AZE,"Wrestling Men's Light-Heavyweight, Freestyle",0.666666667
UGA,Weightlifting Men's Featherweight,0
GRN,Taekwondo Women's Welterweight,0
MRI,Triathlon Women's Olympic Distance,0
TTO,Table Tennis Men's Singles,0
MRI,Judo Women's Half-Heavyweight,0
MRI,Boxing Men's Heavyweight,0
SWE,Athletics Men's Standing Triple Jump,0
LUX,Swimming Men's 200 metres Individual Medley,0
LUX,Swimming Men's 400 metres Individual Medley,0
UKR,"Wrestling Women's Light-Heavyweight, Freestyle",0
AZE,"Wrestling Women's Flyweight, Freestyle",1
LTU,Athletics Women's 400 metres Hurdles,0
GEO,Judo Women's Middleweight,0
JAM,Weightlifting Men's Heavyweight II,0
JAM,Weightlifting Men's Super-Heavyweight,0
GBR,Taekwondo Men's Featherweight,0
AUS,"Wrestling Men's Lightweight, Greco-Roman",0
IRL,"Shooting Mixed Rapid-Fire Pistol, 25 metres",0
IRL,"Shooting Mixed Free Pistol, 50 metres",0
CZE,Weightlifting Men's Bantamweight,0
NZL,"Wrestling Men's Flyweight, Freestyle",0
YUG,Athletics Women's Javelin Throw,0
NZL,Shooting Women's Double Trap,0
LTU,Boxing Men's Light-Flyweight,0
LTU,Badminton Women's Singles,0
CRO,"Wrestling Men's Middleweight, Greco-Roman",0
CRO,Biathlon Women's 7.5 kilometres Sprint,0
CRO,Biathlon Women's 15 kilometres,0
EUN,Modern Pentathlon Men's Individual,0.333333333
EUN,Modern Pentathlon Men's Team,1
POL,Snowboarding Men's Giant Slalom,0
TCH,Speed Skating Women's 500 metres,0
TCH,"Speed Skating Women's 1,000 metres",0
TCH,"Speed Skating Women's 1,500 metres",0
CYP,Athletics Men's Hammer Throw,0
RSA,Swimming Women's 800 metres Freestyle,0
SCG,"Wrestling Men's Lightweight, Greco-Roman",0
SRB,"Wrestling Men's Lightweight, Greco-Roman",0
CYP,Athletics Men's Pole Vault,0
SVK,Shooting Women's Trap,1
URU,Judo Men's Half-Lightweight,0
GER,Athletics Men's Standing Triple Jump,0
SVK,"Athletics Men's 10,000 metres",0
AUS,Snowboarding Men's Giant Slalom,0
SCG,Rowing Men's Coxless Pairs,0
AUT,"Weightlifting Men's Unlimited, One Hand",1
AUT,"Weightlifting Men's Unlimited, Two Hands",1
AUT,Swimming Women's 200 metres Freestyle,0
NRU,Weightlifting Men's Featherweight,0
LBR,Boxing Men's Bantamweight,0
EST,Boxing Men's Lightweight,1
TKM,Table Tennis Women's Singles,0
GBR,Taekwondo Women's Heavyweight,0.666666667
SCG,"Cycling Men's Road Race, Individual",0
CRC,Athletics Women's 800 metres,0
LBR,Boxing Men's Light-Flyweight,0
ANZ,Athletics Men's 100 metres,0
ANZ,Athletics Men's 200 metres,0
CRC,Athletics Women's 100 metres,0
CRC,Athletics Women's 200 metres,0
ZIM,Alpine Skiing Men's Giant Slalom,0
ZIM,Alpine Skiing Men's Slalom,0
AHO,"Equestrianism Mixed Three-Day Event, Individual",0
TCH,Swimming Men's 400 metres Breaststroke,0
DEN,"Speed Skating Men's 1,500 metres",0
DEN,"Speed Skating Men's 5,000 metres",0
DEN,"Speed Skating Men's 10,000 metres",0
POL,Sailing Mixed Two Person Dinghy,0
MKD,Athletics Men's 800 metres,0
MNE,Athletics Men's Marathon,0
RSA,Golf Men's Individual,0
NOR,"Wrestling Women's Light-Heavyweight, Freestyle",0
NZL,Judo Women's Half-Lightweight,0
NED,"Shooting Women's Air Rifle, 10 metres",0
FRA,Badminton Mixed Doubles,0
BUL,"Equestrianism Men's Dressage, Individual",0
BUL,Archery Women's Individual,0
PHI,Taekwondo Women's Featherweight,0
TCH,Swimming Women's 200 metres Backstroke,0
LAT,"Canoeing Men's Kayak Doubles, 500 metres",0
LAT,"Canoeing Men's Kayak Doubles, 1,000 metres",0
LUX,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",0
SCG,Swimming Women's 100 metres Backstroke,0
SRB,Swimming Women's 100 metres Backstroke,0
CZE,Table Tennis Women's Doubles,0
CAY,Athletics Men's Long Jump,0
LAT,"Art Competitions Mixed Literature, Unknown Event",0
EUN,"Athletics Men's 10,000 metres",0
LTU,Cross Country Skiing Men's Team Sprint,0
LTU,Cross Country Skiing Men's 30 km Skiathlon,0
LTU,Cross Country Skiing Women's 5 kilometres,0
LTU,Cross Country Skiing Women's 15 kilometres,0
LTU,Cross Country Skiing Women's 30 kilometres,0
LTU,Cross Country Skiing Women's 5/10 kilometres Pursuit,0
SWE,Boxing Men's Light-Flyweight,0
DEN,Weightlifting Men's Heavyweight II,0
LBR,Boxing Men's Middleweight,0
SUI,Cycling Men's 333 metres Time Trial,0
CYP,Swimming Women's 200 metres Freestyle,0
CHN,Rowing Men's Single Sculls,0
SAM,Judo Men's Heavyweight,0
ECU,Diving Men's Springboard,0
TTO,Boxing Men's Light-Flyweight,0
ECU,Diving Men's Platform,0
AFG,"Wrestling Men's Heavyweight, Freestyle",0
THA,Alpine Skiing Men's Giant Slalom,0
THA,Alpine Skiing Men's Slalom,0
KGZ,Athletics Women's Javelin Throw,0
CZE,Freestyle Skiing Women's Moguls,0
JPN,Biathlon Men's 15 kilometres Mass Start,0
INA,Swimming Men's 100 metres Breaststroke,0
INA,Tennis Men's Doubles,0
TCH,Art Competitions Mixed Music,1
LTU,"Wrestling Men's Bantamweight, Greco-Roman",0
LTU,"Canoeing Men's Canadian Singles, 200 metres",0.5
INA,Sailing Men's Windsurfer,0
INA,Judo Men's Lightweight,0
JAM,Diving Women's Springboard,0
RHO,Athletics Men's 800 metres,0
RHO,"Athletics Men's 1,500 metres",0
KUW,Swimming Women's 50 metres Freestyle,0
IOA,Swimming Women's 50 metres Freestyle,0
BAN,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0
AFG,Boxing Men's Welterweight,0
GBR,Freestyle Skiing Women's Slopestyle,0
THA,Weightlifting Men's Light-Heavyweight,0
THA,Weightlifting Men's Middle-Heavyweight,0
CHN,"Wrestling Women's Lightweight, Freestyle",0.5
CHN,Judo Women's Heavyweight,1
CHN,Rowing Men's Lightweight Double Sculls,0
CHN,Tennis Men's Singles,0
CHN,"Athletics Women's 5,000 metres",0.142857143
FIN,Judo Women's Half-Lightweight,0
TPE,Speed Skating Men's 500 metres,0
TPE,"Speed Skating Men's 1,000 metres",0
FIN,Art Competitions Mixed Literature,0
SGP,"Athletics Men's 5,000 metres",0
SGP,"Athletics Men's 10,000 metres",0
MDA,Athletics Women's Shot Put,0
BOH,"Wrestling Men's Light-Heavyweight, Greco-Roman",0
MAS,Archery Women's Individual,0
INA,Swimming Men's 100 metres Butterfly,0
INA,Swimming Men's 200 metres Butterfly,0
SUI,Cycling Men's Omnium,0
INA,"Athletics Women's 5,000 metres",0
ANZ,Athletics Men's 800 metres,0
EST,Swimming Men's 100 metres Butterfly,0
BLR,Swimming Men's 400 metres Individual Medley,0
JPN,"Art Competitions Mixed Painting, Drawings And Water Colors",1
CZE,"Canoeing Men's Kayak Singles, 200 metres",0
GRE,Rowing Women's Single Sculls,0
DEN,Modern Pentathlon Women's Individual,0
CZE,"Wrestling Men's Light-Heavyweight, Greco-Roman",0
CZE,"Wrestling Men's Heavyweight, Greco-Roman",0
CZE,"Wrestling Men's Bantamweight, Greco-Roman",0
CZE,"Wrestling Men's Featherweight, Greco-Roman",0
LTU,Athletics Men's 200 metres,0
SWE,"Weightlifting Men's Unlimited, One Hand",0
SWE,Athletics Women's 10 kilometres Walk,0
UKR,Short Track Speed Skating Women's 500 metres,0
UKR,"Short Track Speed Skating Women's 1,000 metres",0
NOR,"Art Competitions Mixed Architecture, Designs For Town Planning",0
NOR,"Art Competitions Mixed Architecture, Architectural Designs",0
ISL,Swimming Women's 400 metres Freestyle,0
TCH,Athletics Men's Pentathlon,0
TCH,"Canoeing Men's Folding Kayak Singles, 10 kilometres",0
CZE,Swimming Men's 100 metres Freestyle,0
CZE,Swimming Men's 200 metres Freestyle,0
TCH,Synchronized Swimming Women's Solo,0
BER,Athletics Men's Marathon,0
SUI,Art Competitions Mixed Unknown Event,0
TTO,Athletics Men's Long Jump,0
RSA,Shooting Women's Trap,0
AUS,"Wrestling Men's Bantamweight, Greco-Roman",0
BEL,"Speed Skating Men's 1,000 metres",0
MTN,"Wrestling Men's Heavyweight, Greco-Roman",0
GUI,Athletics Men's 400 metres Hurdles,0
INA,Cycling Men's BMX,0
GBR,"Canoeing Men's Canadian Doubles, 1,000 metres",0
FIN,Judo Women's Half-Heavyweight,0
KAZ,"Wrestling Women's Light-Heavyweight, Freestyle",1
ROU,Judo Men's Extra-Lightweight,0
HUN,Cycling Women's Sprint,0
HUN,Cycling Women's 500 metres Time Trial,0
POL,Swimming Women's 800 metres Freestyle,0
FRA,"Wrestling Men's Super-Heavyweight, Greco-Roman",0
HUN,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",0
HUN,"Shooting Men's Free Rifle, Any Position, 300 metres",0
HUN,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",0
HUN,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",0
HUN,Weightlifting Women's Super-Heavyweight,0
HUN,Boxing Men's Super-Heavyweight,0
GHA,Judo Women's Half-Middleweight,0
HUN,"Shooting Men's Running Target, Single Shot",0
HUN,"Shooting Men's Running Target, Single Shot, Team",0
HUN,"Shooting Men's Running Target, Double Shot",0
HUN,"Athletics Men's 1,500 metres Walk",0
HUN,"Athletics Men's 3,000 metres Walk",1
GEO,Tennis Women's Singles,0
PHI,Athletics Women's Marathon,0
GRE,Judo Women's Half-Middleweight,0
MLT,Swimming Men's 400 metres Individual Medley,0
PHI,Golf Men's Individual,0
ITA,"Canoeing Men's Canadian Singles, 200 metres",0
THA,Swimming Women's 50 metres Freestyle,0
COK,Athletics Women's 100 metres,0
IRQ,Athletics Men's 800 metres,0
CHI,"Canoeing Men's Canadian Singles, 1,000 metres",0
INA,Athletics Women's 400 metres,0
DJI,Judo Men's Lightweight,0
SLO,Swimming Men's 200 metres Breaststroke,0
TPE,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",0
MAS,"Shooting Women's Air Rifle, 10 metres",0
EUN,Weightlifting Men's Heavyweight I,1
HUN,"Shooting Men's Running Target, Double Shot, Team",0
BRA,Diving Women's Synchronized Springboard,0
JPN,Athletics Women's Pentathlon,0
JPN,Freestyle Skiing Women's Slopestyle,0
FIJ,Judo Men's Half-Heavyweight,0
FIJ,Judo Men's Heavyweight,0
JPN,Snowboarding Women's Parallel Slalom,0
JPN,Freestyle Skiing Men's Ski Cross,0
CMR,Weightlifting Men's Super-Heavyweight,0
KGZ,Boxing Men's Featherweight,0
TGA,Boxing Men's Light-Heavyweight,0
RSA,Weightlifting Men's Heavyweight,0
RSA,Judo Women's Extra-Lightweight,0
BAR,Sailing Mixed Windsurfer,0
SEY,Swimming Women's 200 metres Breaststroke,0
SEY,Swimming Women's 200 metres Individual Medley,0
URS,Weightlifting Men's Heavyweight,1
FIN,Golf Women's Individual,0
LTU,Athletics Women's 100 metres Hurdles,0
SGP,Athletics Men's Triple Jump,0
MAL,Weightlifting Men's Middle-Heavyweight,0
BEL,Badminton Women's Singles,0
SGP,"Fencing Men's Foil, Individual",0
SGP,"Fencing Men's epee, Individual",0
CAM,Cycling Men's Sprint,0
CAM,"Cycling Men's 1,000 metres Time Trial",0
SGP,Weightlifting Men's Lightweight,0.333333333
MAS,Weightlifting Men's Middleweight,0
THA,Tennis Women's Singles,0
HKG,Swimming Women's 10 kilometres Open Water,0
SGP,Athletics Women's 80 metres Hurdles,0
CHN,Cross Country Skiing Women's 20 kilometres,0
TUR,Taekwondo Men's Welterweight,0.5
TUR,Taekwondo Men's Heavyweight,0
THA,Table Tennis Men's Singles,0
TGA,Weightlifting Men's Middle-Heavyweight,0
HUN,"Weightlifting Men's Unlimited, Two Hands",0
HUN,"Wrestling Men's Unlimited Class, Greco-Roman",0
CHI,"Swimming Men's 1,500 metres Freestyle",0
COK,Athletics Women's Discus Throw,0
CAF,"Wrestling Women's Middleweight, Freestyle",0
ARG,Taekwondo Men's Flyweight,0
AUS,"Shooting Mixed Rapid-Fire Pistol, 25 metres",0
UZB,Athletics Women's Long Jump,0
PLW,"Wrestling Men's Heavyweight, Greco-Roman",0
MDA,"Canoeing Men's Canadian Singles, 200 metres",0
ZIM,Archery Women's Individual,0
TUR,Athletics Women's Javelin Throw,0
ZIM,Swimming Women's 100 metres Breaststroke,0
TUR,Swimming Women's 400 metres Freestyle,0
LIB,Athletics Women's 200 metres,0
ROU,Weightlifting Men's Heavyweight II,0.5
TGA,Archery Women's Individual,0
TUR,Judo Men's Heavyweight,0
GRE,Weightlifting Women's Light-Heavyweight,0
SAM,Boxing Men's Featherweight,0
TGA,Taekwondo Men's Heavyweight,0
FIJ,Athletics Women's 200 metres,0
MEX,Athletics Women's 100 metres Hurdles,0
JOR,Athletics Men's 20 kilometres Walk,0
MAS,Swimming Women's 100 metres Butterfly,0
SYR,Triathlon Men's Olympic Distance,0
RSA,Synchronized Swimming Women's Solo,0
RSA,Synchronized Swimming Women's Duet,0
FIJ,Sailing Men's One Person Dinghy,0
IRL,Boxing Women's Lightweight,0.5
BEL,Judo Men's Extra-Lightweight,0
UZB,"Wrestling Men's Super-Heavyweight, Freestyle",1
TUR,Taekwondo Men's Featherweight,0.666666667
CMR,Athletics Women's Javelin Throw,0
CIV,Swimming Women's 800 metres Freestyle,0
LAT,Athletics Men's 400 metres Hurdles,0
ESP,Weightlifting Men's Super-Heavyweight,0
LTU,Judo Men's Extra-Lightweight,0
VAN,Rowing Men's Single Sculls,0
BRA,Shooting Women's Trap,0
